Gene.stable.ID	Gene.name	logFC	AveExpr	P.Value	adj.P.Val	Gene.description	Chromosome.scaffold.name	Strand	GO.term.name	GO.term.accession	NCBI.gene..formerly.Entrezgene..ID
ENSMMUG00000022697	STEAP4	-1.65428150783373	2.29850373319877	0.00781321823616101	0.728516067871535	STEAP4 metalloreductase [Source:VGNC Symbol;Acc:VGNC:77974]	3	1	membrane	GO:0016020	705096
NA	KIAA1211	1.40717466520443	2.73824452263984	0.00783739625468083	0.728516067871535	NA	NA	NA	NA	NA	NA
ENSMMUG00000020877	CHPT1	1.01828493830932	3.85875404870993	0.00785595428695814	0.728516067871535	choline phosphotransferase 1 [Source:VGNC Symbol;Acc:VGNC:70989]	11	1	phospholipid biosynthetic process	GO:0008654	696056
ENSMMUG00000009112	TLR4	-0.822958488912306	5.07607610439605	0.00791581858397361	0.728516067871535	toll like receptor 4 [Source:VGNC Symbol;Acc:VGNC:78375]	15	-1	toll-like receptor signaling pathway	GO:0002224	574360
ENSMMUG00000016602	IL17RD	1.08900544051039	2.79084787581763	0.00802015285792108	0.728516067871535	interleukin 17 receptor D [Source:VGNC Symbol;Acc:VGNC:73614]	2	-1	interleukin-17 receptor activity	GO:0030368	704650
ENSMMUG00000006599	DERL2	-0.459621515860101	5.99630515265496	0.00805516972052546	0.728516067871535	derlin 2 [Source:VGNC Symbol;Acc:VGNC:71654]	16	-1	membrane	GO:0016020	712051
ENSMMUG00000064473	MRTO4	-0.553305212177808	4.15864113646766	0.00805897810632085	0.728516067871535	MRT4 homolog, ribosome maturation factor [Source:NCBI gene (formerly Entrezgene);Acc:702926]	1	-1	ribosomal large subunit assembly	GO:0000027	702926
ENSMMUG00000012370	CANX	-0.308850412752481	9.20595970161311	0.00810038337577691	0.728516067871535	calnexin [Source:VGNC Symbol;Acc:VGNC:70527]	6	1	unfolded protein binding	GO:0051082	704794
ENSMMUG00000009861	IPCEF1	-0.628405320283974	4.66329722983006	0.00815133248489842	0.728516067871535	interaction protein for cytohesin exchange factors 1 [Source:VGNC Symbol;Acc:VGNC:83429]	4	-1			702741
ENSMMUG00000019322	EXOSC10	0.603788176887921	5.22689841072754	0.00820693313888663	0.728516067871535	exosome component 10 [Source:VGNC Symbol;Acc:VGNC:72478]	1	1	3'-5'-exoribonuclease activity	GO:0000175	714153
ENSMMUG00000010844	PRKG1	0.49940921902359	6.01274245847423	0.00824848493014249	0.728516067871535	protein kinase cGMP-dependent 1 [Source:VGNC Symbol;Acc:VGNC:76419]	9	-1	cGMP-dependent protein kinase activity	GO:0004692	703356
ENSMMUG00000000431	MAB21L3	-1.12967370943788	2.60964137006873	0.00827489454512054	0.728516067871535	mab-21 like 3 [Source:VGNC Symbol;Acc:VGNC:74371]	1	-1			712929
NA	LOC100426426	0.856951466738246	2.50852180426232	0.00828502495241547	0.728516067871535	NA	NA	NA	NA	NA	NA
ENSMMUG00000013050	HAS1	-1.49208972877994	1.9402939228142	0.00839194704038818	0.728516067871535	hyaluronan synthase 1 [Source:VGNC Symbol;Acc:VGNC:73347]	19	-1	membrane	GO:0016020	719773
ENSMMUG00000002229	ARFGAP3	-0.431440484550727	5.65587870883229	0.00843574880975929	0.728516067871535	ADP ribosylation factor GTPase activating protein 3 [Source:VGNC Symbol;Acc:VGNC:70002]	10	1	caveola assembly	GO:0070836	711242
ENSMMUG00000004496	MIEF1	-0.324180846426662	6.80662587320652	0.00844238404833778	0.728516067871535	mitochondrial elongation factor 1 [Source:VGNC Symbol;Acc:VGNC:74832]	10	-1	mitochondrion organization	GO:0007005	703747
ENSMMUG00000017972	ZNF200	-0.518531725411535	5.45650072820797	0.00847230378708252	0.728516067871535	zinc finger protein 200 [Source:VGNC Symbol;Acc:VGNC:78867]	20	-1			701814
ENSMMUG00000002875	FGF14	1.42728180883634	1.87089197849361	0.00853832363092484	0.728516067871535	fibroblast growth factor 14 [Source:VGNC Symbol;Acc:VGNC:72645]	17	-1	growth factor activity	GO:0008083	701077
ENSMMUG00000017153	ARVCF	1.13306379949414	2.75728103412886	0.00853902768515939	0.728516067871535	ARVCF delta catenin family member [Source:VGNC Symbol;Acc:VGNC:70027]	10	1	cell-cell adhesion	GO:0098609	712399
ENSMMUG00000009685	KISS1R	-1.24836186533876	3.66023641437867	0.00855035360787233	0.728516067871535	KISS1 receptor [Source:VGNC Symbol;Acc:VGNC:82170]	19	1	membrane	GO:0016020	574305
ENSMMUG00000002700	SLC47A1	-0.861701848834457	4.0273970284942	0.00855275142631639	0.728516067871535	solute carrier family 47 member 1 [Source:VGNC Symbol;Acc:VGNC:77774]	16	1	antiporter activity	GO:0015297	703544
ENSMMUG00000014697	NFIB	0.267329107531007	9.39399128121108	0.00857556873892552	0.728516067871535	nuclear factor I B [Source:VGNC Symbol;Acc:VGNC:75335]	15	1	DNA-binding transcription factor activity	GO:0003700	714098
ENSMMUG00000016014	LIN9	0.767002320080102	5.22618112479023	0.00857807056652238	0.728516067871535	lin-9 DREAM MuvB core complex component [Source:VGNC Symbol;Acc:VGNC:74166]	1	-1	transcription repressor complex	GO:0017053	699056
ENSMMUG00000061288	TRIM38	-0.465693237355878	7.93332378840184	0.00862146800542376	0.728516067871535	tripartite motif containing 38 [Source:VGNC Symbol;Acc:VGNC:78548]	4	-1	zinc ion binding	GO:0008270	694861
NA	LOC694067	1.27469390146851	2.32283297671031	0.00876982741559035	0.728516067871535	NA	NA	NA	NA	NA	NA
ENSMMUG00000006727	VDR	-1.08159280298324	3.31303078923974	0.00886297888725582	0.728516067871535	vitamin D receptor [Source:VGNC Symbol;Acc:VGNC:78764]	11	-1	nuclear receptor activity	GO:0004879	706964
ENSMMUG00000008538	MFAP4	0.884902938098595	6.00523423282031	0.00903002811742394	0.728516067871535	microfibril associated protein 4 [Source:VGNC Symbol;Acc:VGNC:74710]	16	-1			710893
NA	LOC107000470	-0.576302229672381	4.44421367534722	0.00906660133782034	0.728516067871535	NA	NA	NA	NA	NA	NA
ENSMMUG00000012737	PLXND1	0.616701116855994	5.05864360729118	0.00908131778447894	0.728516067871535	plexin D1 [Source:VGNC Symbol;Acc:VGNC:76191]	2	1	semaphorin-plexin signaling pathway	GO:0071526	704044
ENSMMUG00000006836	CLCA1	2.41169068636597	2.20559265504439	0.00912688007310208	0.728516067871535	chloride channel accessory 1 [Source:NCBI gene (formerly Entrezgene);Acc:574295]	1	-1	intracellular calcium activated chloride channel activity	GO:0005229	711959
ENSMMUG00000016271	CLEC5A	-1.01514915501552	3.89886308398379	0.00917089628077457	0.728516067871535	C-type lectin domain containing 5A [Source:VGNC Symbol;Acc:VGNC:71252]	3	-1	membrane	GO:0016020	695425
ENSMMUG00000019396	PPP1R2	-0.479945458203426	4.60514862439125	0.00926496612187188	0.728516067871535	protein phosphatase 1 regulatory inhibitor subunit 2 [Source:NCBI gene (formerly Entrezgene);Acc:708936]	2	1	regulation of signal transduction	GO:0009966	708936
ENSMMUG00000002053	SIDT2	-0.457235686870125	4.85249828424157	0.00927344099017658	0.728516067871535	SID1 transmembrane family member 2 [Source:VGNC Symbol;Acc:VGNC:77300]	14	1	membrane	GO:0016020	697321
ENSMMUG00000012661	PDZRN3	0.854942625901132	4.14049762555828	0.00928266636885431	0.728516067871535	PDZ domain containing ring finger 3 [Source:VGNC Symbol;Acc:VGNC:75820]	2	-1	protein binding	GO:0005515	709901
ENSMMUG00000053367	SPARC	0.65213710809595	9.64468523520508	0.00931157751281311	0.728516067871535	secreted protein acidic and cysteine rich [Source:VGNC Symbol;Acc:VGNC:77854]	6	-1	extracellular space	GO:0005615	712388
NA	MRPS10	-0.301912928351566	6.38854388313199	0.00932839295574408	0.728516067871535	NA	NA	NA	NA	NA	NA
ENSMMUG00000044778	S100A8	-2.24263232703077	4.67332992270172	0.00933282746701372	0.728516067871535	S100 calcium binding protein A8 [Source:VGNC Symbol;Acc:VGNC:100128]	1	1	calcium ion binding	GO:0005509	714740
ENSMMUG00000001107	IGSF10	1.30284271192168	5.28894880022168	0.00946782204328793	0.730552830651581	immunoglobulin superfamily member 10 [Source:VGNC Symbol;Acc:VGNC:73445]	2	-1			709661
ENSMMUG00000012608	ACE	0.760452865915171	6.38674404639614	0.00948862137933004	0.730552830651581	angiotensin I converting enzyme [Source:HGNC Symbol;Acc:HGNC:2707]	16	1	peptidyl-dipeptidase activity	GO:0008241	100428661
ENSMMUG00000051205	CYCS	-0.505116360956773	6.37961592035295	0.00960786348566995	0.730552830651581		3	1	electron transfer activity	GO:0009055	100425223
ENSMMUG00000007209	GPER1	1.01446134654381	2.76341429551265	0.00973219864725844	0.730552830651581	G protein-coupled estrogen receptor 1 [Source:VGNC Symbol;Acc:VGNC:73132]	3	1	membrane	GO:0016020	696625
ENSMMUG00000023230	SNX10	-0.905615129682669	5.33330871728393	0.00976649436228446	0.730552830651581	sorting nexin 10 [Source:VGNC Symbol;Acc:VGNC:77705]	3	-1	phosphatidylinositol binding	GO:0035091	701684
ENSMMUG00000053793	NFAM1	-1.08955377615414	3.49843228558694	0.00980701239005282	0.730552830651581	NFAT activating protein with ITAM motif 1 [Source:VGNC Symbol;Acc:VGNC:75279]	10	1	positive regulation of B cell receptor signaling pathway	GO:0050861	710294
ENSMMUG00000016519	TRAPPC13	0.377093749999896	5.72766268570052	0.00983851475602969	0.730552830651581	trafficking protein particle complex subunit 13 [Source:VGNC Symbol;Acc:VGNC:79549]	6	1			696521
ENSMMUG00000050937	RASL10A	-0.773854873283628	3.24778390753105	0.00987214002249538	0.730552830651581	RAS like family 10 member A [Source:VGNC Symbol;Acc:VGNC:108025]	10	1	GTPase activity	GO:0003924	714587
NA	LOC694712	0.689318656243304	4.44183442736758	0.00993324633886946	0.730552830651581	NA	NA	NA	NA	NA	NA
ENSMMUG00000012609	ROBO2	0.960600913895825	4.60992169314956	0.0100540432943235	0.730552830651581	roundabout guidance receptor 2 [Source:VGNC Symbol;Acc:VGNC:84067]	2	-1	protein binding	GO:0005515	719197
ENSMMUG00000005844	PRPF4	-0.459517336348231	6.27344139724167	0.0100550904414689	0.730552830651581	pre-mRNA processing factor 4 [Source:VGNC Symbol;Acc:VGNC:76278]	15	-1	protein binding	GO:0005515	705934
NA	C1QTNF3	1.56896257482213	3.07579586436466	0.0101319199447447	0.730552830651581	NA	NA	NA	NA	NA	NA
ENSMMUG00000002066	PRMT7	0.683897166048374	3.27254293868084	0.0101870839722569	0.730552830651581	protein arginine methyltransferase 7 [Source:VGNC Symbol;Acc:VGNC:76315]	20	1	protein methylation	GO:0006479	702853
ENSMMUG00000011514	COCH	1.98665721695496	2.8784170230313	0.0101883819508067	0.730552830651581	cochlin [Source:VGNC Symbol;Acc:VGNC:71288]	7	1			717114
ENSMMUG00000020465	PPP2R2B	-1.37175409121835	2.48999069457736	0.0102295506203172	0.730552830651581	protein phosphatase 2 regulatory subunit Bbeta [Source:VGNC Symbol;Acc:VGNC:76376]	6	-1	protein phosphatase type 2A complex	GO:0000159	706988
ENSMMUG00000001380	ODF2L	0.56789058494838	5.14031347477538	0.0103281265806313	0.730552830651581	outer dense fiber of sperm tails 2 like [Source:VGNC Symbol;Acc:VGNC:75482]	1	1			715193
NA	PCDHGC3	-1.05019326996373	2.31966212179447	0.0103286446268184	0.730552830651581	NA	NA	NA	NA	NA	NA
ENSMMUG00000009188	CAP1	-0.289691714388628	8.51250270312017	0.0104186286483532	0.730552830651581	cyclase associated actin cytoskeleton regulatory protein 1 [Source:VGNC Symbol;Acc:VGNC:99860]	1	-1	cytoskeleton organization	GO:0007010	693719
ENSMMUG00000022287	ASCC3	-0.389242461168026	6.14895128410851	0.0104916065539415	0.730552830651581	activating signal cointegrator 1 complex subunit 3 [Source:VGNC Symbol;Acc:VGNC:69863]	4	1	ATP binding	GO:0005524	695429
ENSMMUG00000056078	PNPLA2	-0.682072407451282	4.480810850526	0.0105244319482479	0.730552830651581	patatin like phospholipase domain containing 2 [Source:VGNC Symbol;Acc:VGNC:107628]	14	1	positive regulation of triglyceride catabolic process	GO:0010898	700824
ENSMMUG00000020124	C5	-0.579839353278891	6.54098708315505	0.0105533373206913	0.730552830651581	complement C5 [Source:VGNC Symbol;Acc:VGNC:70475]	15	1	endopeptidase inhibitor activity	GO:0004866	700467
ENSMMUG00000022878	MISP	-0.619283446635089	3.97652366773104	0.0106341089632756	0.730552830651581	mitotic spindle positioning [Source:VGNC Symbol;Acc:VGNC:74840]	19	1			703197
NA	LOC722238	-0.677020688601407	4.29187605348556	0.0107170257882815	0.730552830651581	NA	NA	NA	NA	NA	NA
ENSMMUG00000004475	MMP2	0.668596143944003	5.51536616479993	0.0109001145070835	0.730552830651581	matrix metallopeptidase 2 [Source:VGNC Symbol;Acc:VGNC:74897]	20	1	extracellular matrix	GO:0031012	698478
ENSMMUG00000023574	C1GALT1C1	-0.762197812690774	4.50942911392721	0.0111031484626711	0.730552830651581	C1GALT1 specific chaperone 1 [Source:VGNC Symbol;Acc:VGNC:70374]	X	-1	membrane	GO:0016020	696662
ENSMMUG00000006489	YWHAZ	-0.297645886971548	7.89306434079702	0.0111221629227574	0.730552830651581	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta [Source:VGNC Symbol;Acc:VGNC:84137]	8	-1	identical protein binding	GO:0042802	709723
ENSMMUG00000019703	RUFY2	-0.60208775045194	4.47720305493413	0.011128954033639	0.730552830651581	RUN and FYVE domain containing 2 [Source:VGNC Symbol;Acc:VGNC:77057]	9	1	cellular anatomical entity	GO:0110165	694919
ENSMMUG00000004356	LCA5	0.602028154347423	4.68102338115687	0.0111450252996801	0.730552830651581	lebercilin LCA5 [Source:VGNC Symbol;Acc:VGNC:74172]	4	1			716999
ENSMMUG00000009483	MMP25	-0.883878427534815	3.7987849539876	0.0112573586744435	0.730552830651581	matrix metallopeptidase 25 [Source:VGNC Symbol;Acc:VGNC:74747]	20	1	extracellular matrix	GO:0031012	700486
ENSMMUG00000017904	MAP1B	0.703422799269074	6.84849091155474	0.0113892008196155	0.730552830651581	microtubule associated protein 1B [Source:VGNC Symbol;Acc:VGNC:74490]	6	1	microtubule	GO:0005874	574272
ENSMMUG00000001700	STAM	-0.322277669631912	6.82445134588895	0.0113913053295225	0.730552830651581	signal transducing adaptor molecule [Source:VGNC Symbol;Acc:VGNC:77902]	9	1	ubiquitin binding	GO:0043130	706026
NA	IL10RB	-0.362528502659973	6.99270892302642	0.0114961865589107	0.730552830651581	NA	NA	NA	NA	NA	NA
NA	LOC702514	0.946315927872469	2.74851700199464	0.0115556717596845	0.730552830651581	NA	NA	NA	NA	NA	NA
ENSMMUG00000009343	ICAM4	-1.03354574457141	4.609784588922	0.011583365292408	0.730552830651581	intercellular adhesion molecule 4 [Source:VGNC Symbol;Acc:VGNC:110638]	19	1	cell-cell adhesion	GO:0098609	712354
NA	LOC114673346	-3.19170189702973	0.0939401078083622	0.011636903417091	0.730552830651581	NA	NA	NA	NA	NA	NA
ENSMMUG00000007951	ERVMER34-1	-0.75455454867387	3.95168816748501	0.011641755316595	0.730552830651581	endogenous retrovirus group MER34 member 1, envelope [Source:HGNC Symbol;Acc:HGNC:42970]	5	1			100429988
ENSMMUG00000007586	NCF1	-0.972664787976418	4.36316425003895	0.0117097652992106	0.730552830651581	neutrophil cytosolic factor 1 [Source:VGNC Symbol;Acc:VGNC:81727]	3	1	superoxide-generating NADPH oxidase activator activity	GO:0016176	694207
ENSMMUG00000011612	AP2A1	-0.634290369911779	3.12559137423196	0.0117224523943922	0.730552830651581	adaptor related protein complex 2 subunit alpha 1 [Source:VGNC Symbol;Acc:VGNC:69962]	19	1	AP-2 adaptor complex	GO:0030122	719038
ENSMMUG00000015516	MTERF1	-0.349824037766977	6.28973561202899	0.0117403318923074	0.730552830651581	mitochondrial transcription termination factor 1 [Source:VGNC Symbol;Acc:VGNC:74802]	3	1	double-stranded DNA binding	GO:0003690	703725
ENSMMUG00000022859	MYBBP1A	-0.57421654556256	4.37011096942763	0.0118312527221295	0.730552830651581	MYB binding protein 1a [Source:VGNC Symbol;Acc:VGNC:75090]	16	-1	nucleolus	GO:0005730	708817
ENSMMUG00000003558	CLYBL	-0.808746866986247	3.63312109021955	0.0118409893629676	0.730552830651581	citramalyl-CoA lyase [Source:VGNC Symbol;Acc:VGNC:71202]	17	1	catalytic activity	GO:0003824	699339
ENSMMUG00000000377	TNFRSF1A	-0.318750481446511	6.92640922428705	0.0119367685900775	0.730552830651581	TNF receptor superfamily member 1A [Source:VGNC Symbol;Acc:VGNC:78589]	11	-1	prostaglandin metabolic process	GO:0006693	722033
ENSMMUG00000000545	TNN	0.923231242363483	2.72671554764066	0.0119469448257335	0.730552830651581	tenascin N [Source:VGNC Symbol;Acc:VGNC:79359]	1	1	protein binding	GO:0005515	708587
ENSMMUG00000054404	SLC25A37	-0.521630417432965	6.37548274277688	0.0120452884929189	0.730552830651581	solute carrier family 25 member 37 [Source:VGNC Symbol;Acc:VGNC:104493]	8	1	membrane	GO:0016020	710518
NA	LOC114671682	-0.605911285753318	3.15089376174018	0.0120670056162573	0.730552830651581	NA	NA	NA	NA	NA	NA
ENSMMUG00000010840	ZNF507	-0.335426089288334	4.94097413766734	0.0121298261342496	0.730552830651581	zinc finger protein 507 [Source:VGNC Symbol;Acc:VGNC:79410]	19	1			702047
NA	LOC100430065	0.81469929509736	3.69063069382876	0.0121504555921112	0.730552830651581	NA	NA	NA	NA	NA	NA
ENSMMUG00000001484	LAMP2	-0.302386978075107	6.2289471808018	0.0121575971435239	0.730552830651581	lysosomal associated membrane protein 2 [Source:VGNC Symbol;Acc:VGNC:74235]	X	-1	membrane	GO:0016020	695379
ENSMMUG00000010420	MKRN1	0.538777266905422	5.89703998032448	0.0121946973429286	0.730552830651581	makorin ring finger protein 1 [Source:VGNC Symbol;Acc:VGNC:81476]	3	-1	protein polyubiquitination	GO:0000209	716752
ENSMMUG00000048745	RAP2C	-0.485944868491752	4.18775299917857	0.0122777502725248	0.730552830651581	RAP2C, member of RAS onco family [Source:NCBI gene (formerly Entrezgene);Acc:705986]	X	-1	Rap protein signal transduction	GO:0032486	705986
ENSMMUG00000064421	PMAIP1	-0.711816988977692	6.65464949513268	0.0123145328984514	0.730552830651581	phorbol-12-myristate-13-acetate-induced protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:702789]	18	-1			702789
ENSMMUG00000007181	RGS3	0.494697800269929	5.21249698785255	0.0123860132890092	0.730552830651581	regulator of G protein signaling 3 [Source:VGNC Symbol;Acc:VGNC:76920]	15	-1			709612
ENSMMUG00000017936	SPEG	0.855486219499391	3.00091509260932	0.0124108570665022	0.730552830651581	striated muscle enriched protein kinase [Source:VGNC Symbol;Acc:VGNC:99406]	12	1	ATP binding	GO:0005524	703645
ENSMMUG00000002526	IKBKE	-1.1088366056557	1.95507155681094	0.0124308317165958	0.730552830651581	inhibitor of nuclear factor kappa B kinase subunit epsilon [Source:VGNC Symbol;Acc:VGNC:99977]	1	1	ATP binding	GO:0005524	695607
ENSMMUG00000000322	NAA10	0.645833601988553	3.97597619961237	0.0124658212528468	0.730552830651581	N-alpha-acetyltransferase 10, NatA catalytic subunit [Source:VGNC Symbol;Acc:VGNC:107112]	X	-1	acyltransferase activity, transferring groups other than amino-acyl groups	GO:0016747	106995370
ENSMMUG00000017050	AGR2	-0.974194067491629	6.36738552843446	0.0124785598647212	0.730552830651581	anterior gradient 2, protein disulphide isomerase family member [Source:VGNC Symbol;Acc:VGNC:69748]	3	1	dystroglycan binding	GO:0002162	709127
ENSMMUG00000022698	ACACB	0.767734391980964	5.02122442137533	0.0125726297020428	0.732788737389283	acetyl-CoA carboxylase beta [Source:VGNC Symbol;Acc:VGNC:99876]	11	1	acetyl-CoA carboxylase activity	GO:0003989	706909
ENSMMUG00000001675	ASCC2	0.748898341239695	3.41743989736642	0.0127825105598253	0.735911800881618	activating signal cointegrator 1 complex subunit 2 [Source:VGNC Symbol;Acc:VGNC:69895]	10	1	ubiquitin binding	GO:0043130	715117
ENSMMUG00000007570	UACA	0.373632673135414	8.82891446938112	0.0130404120973707	0.735911800881618	uveal autoantigen with coiled-coil domains and ankyrin repeats [Source:VGNC Symbol;Acc:VGNC:78995]	7	-1	actin binding	GO:0003779	696026
NA	LOC114671136	-0.898084789682668	3.09548062387159	0.0131644199007644	0.735911800881618	NA	NA	NA	NA	NA	NA
ENSMMUG00000010395	GPR161	0.826785691258783	4.31032251699627	0.0132673273667857	0.735911800881618	G protein-coupled receptor 161 [Source:VGNC Symbol;Acc:VGNC:72991]	1	-1	membrane	GO:0016020	698934
ENSMMUG00000000609	MRPL28	-0.767685637216064	3.01168512286064	0.0132903579659835	0.735911800881618	mitochondrial ribosomal protein L28 [Source:VGNC Symbol;Acc:VGNC:74758]	20	-1	structural constituent of ribosome	GO:0003735	695310
ENSMMUG00000020931	ABHD18	-0.446145035954873	4.40167420715626	0.0134023131179849	0.735911800881618	abhydrolase domain containing 18 [Source:VGNC Symbol;Acc:VGNC:69537]	5	1			693312
ENSMMUG00000044445	NDUFAF1	0.601291589257039	3.89267296277497	0.0134140329643563	0.735911800881618	NADH:ubiquinone oxidoreductase complex assembly factor 1 [Source:VGNC Symbol;Acc:VGNC:84406]	7	-1	mitochondrial respiratory chain complex I assembly	GO:0032981	710275
